,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010
0,2.53807106598985,24.00426742532005,0.4344048653344925,148.88211382113826,75.60975609756099,276.04166666666674,6.642170717919726,247.47474747474774,51.13636363636365,66.6666666666667
1,2.8553299492385804,23.2930298719772,0.0,145.83333333333326,71.03658536585365,233.63095238095227,5.935556811758055,250.00000000000026,52.01048951048955,69.35483870967745
2,2.85532994923858,24.53769559032717,0.0,142.2764227642275,64.9390243902439,212.797619047619,5.511588468061055,251.6835016835015,52.88461538461542,62.3655913978495
3,2.8553299492385804,21.8705547652916,0.0,127.03252032520322,64.63414634146342,179.31547619047626,5.935556811758055,207.912457912458,46.765734265734274,56.72043010752692
4,2.53807106598985,22.226173541963004,0.0,111.28048780487823,57.621951219512205,156.25,4.9462973431317145,191.07744107744125,41.95804195804197,52.15053763440855
5,2.53807106598985,21.5149359886202,0.0,105.18292682926851,62.8048780487805,143.60119047619025,4.3810062182023755,175.08417508417477,40.20979020979023,51.8817204301075
6,3.1725888324873104,21.692745376955894,0.0,97.05284552845524,58.84146341463415,142.85714285714275,4.6636517806670446,166.66666666666652,38.461538461538474,51.88172043010755
7,2.85532994923858,21.8705547652916,0.0,89.93902439024387,57.92682926829271,142.11309523809499,4.52232899943471,143.09764309764324,36.71328671328672,47.849462365591386
8,1.2690355329949226,22.759601706970106,0.0,68.59756097560974,49.390243902439,127.232142857143,3.6743923120407005,114.47811447811424,50.6993006993007,36.82795698924728
9,0.31725888324873,25.24893314367,0.0,92.98780487804876,44.5121951219512,143.60119047619025,4.522328999434707,123.737373737374,59.44055944055946,39.7849462365591
10,0.63451776649746,27.73826458036985,0.0,104.16666666666686,52.4390243902439,191.22023809523827,6.500847936687389,171.71717171717174,59.00349650349651,56.451612903225794
11,0.31725888324873,32.18349928876245,0.0,153.45528455284526,58.536585365853675,273.06547619047603,5.935556811758055,249.15824915824956,56.8181818181818,71.23655913978496
12,0.63451776649746,32.539118065433875,0.0,160.56910569105705,66.15853658536587,287.20238095238096,6.500847936687395,267.6767676767678,73.86363636363637,66.93548387096777
13,0.31725888324873,31.294452347083897,0.0,114.329268292683,60.365853658536594,225.44642857142878,6.642170717919727,212.962962962963,58.566433566433574,57.52688172043015
14,0.31725888324873,29.694167852062602,0.0,89.93902439024387,52.43902439024393,203.86904761904748,4.52232899943471,202.861952861953,43.70629370629371,62.63440860215057
15,0.63451776649746,28.271692745376953,0.0,86.890243902439,53.048780487804926,199.4047619047615,3.1091011871113596,193.6026936026937,40.64685314685317,55.91397849462369
16,2.2208121827411174,26.849217638691307,0.0,84.85772357723575,58.53658536585368,206.845238095238,3.815715093273036,189.39393939393923,41.95804195804197,57.52688172043012
17,2.2208121827411174,26.6714082503556,0.0,111.28048780487808,76.82926829268295,205.35714285714275,3.8157150932730346,214.6464646464648,47.20279720279722,65.05376344086025
18,2.8553299492385804,26.493598862019898,0.0,147.86585365853648,85.97560975609754,260.4166666666665,5.08762012436405,266.83501683501675,68.6188811188811,91.39784946236558
19,2.85532994923858,26.8492176386913,0.0,169.7154471544715,97.8658536585366,278.2738095238098,6.783493499152058,272.72727272727275,83.47902097902099,97.58064516129028
20,2.53807106598985,28.093883357041275,0.0,184.45121951219525,99.08536585365856,268.60119047619025,8.055398530243075,287.037037037037,72.98951048951052,96.77419354838713
21,2.53807106598985,27.738264580369826,0.0,205.28455284552825,90.24390243902441,273.065476190476,8.055398530243075,303.030303030303,60.3146853146853,85.75268817204302
22,3.1725888324873104,25.782361308677093,0.0,178.86178861788602,88.10975609756096,287.94642857142867,5.652911249293388,282.82828282828274,60.31468531468534,90.0537634408602
23,2.53807106598985,25.426742532005697,0.0,158.028455284553,84.75609756097559,252.23214285714297,5.652911249293385,237.37373737373727,49.38811188811192,75.53763440860217
24,2.53807106598985,23.826458036984352,1.303214596003477,148.37398373983748,76.82926829268295,209.077380952381,5.228942905596382,223.06397306397326,46.765734265734274,63.440860215053796
25,2.8553299492385804,22.0483641536273,1.73761946133797,122.96747967479678,65.54878048780488,167.4107142857145,4.6636517806670446,191.919191919192,42.39510489510491,61.290322580645196
26,2.8553299492385804,21.3371266002845,1.73761946133797,111.280487804878,63.71951219512197,159.97023809523827,4.23968343697004,176.76767676767673,43.269230769230774,56.989247311828
27,2.53807106598985,21.1593172119488,1.73761946133797,102.6422764227641,66.76829268292683,153.27380952380975,3.9570378745053705,164.98316498316498,41.95804195804197,51.344086021505355
28,2.85532994923858,21.3371266002845,1.73761946133797,98.06910569105709,61.280487804878085,139.88095238095224,3.9570378745053705,227.27272727272725,37.15034965034968,47.580645161290285
29,2.85532994923858,21.1593172119488,1.73761946133797,99.59349593495949,63.109756097561004,151.04166666666674,3.9570378745053705,208.75420875420875,38.024475524475534,48.655913978494574
30,2.53807106598985,22.403982930298707,1.73761946133797,92.47967479674796,68.59756097560975,144.345238095238,4.381006218202376,183.50168350168354,34.52797202797205,49.4623655913978
31,2.8553299492385804,25.960170697012806,1.73761946133797,107.2154471544715,68.29268292682927,179.31547619047626,4.23968343697004,216.3299663299665,36.276223776223794,51.8817204301075
32,2.2208121827411174,28.449502133712677,1.73761946133797,103.15040650406507,58.84146341463416,209.077380952381,3.3917467495760296,215.48821548821547,87.41258741258743,96.23655913978467
33,2.538071065989848,13.869132290184918,1.954821894005215,107.7235772357725,61.28048780487804,249.25595238095227,4.80497456189938,249.99999999999974,114.07342657342649,99.19354838709684
34,1.5862944162436523,21.87055476529164,1.73761946133797,115.34552845528452,60.36585365853661,247.76785714285728,5.511588468061053,329.1245791245792,76.486013986014,97.31182795698936
35,2.538071065989848,29.516358463726906,1.73761946133797,135.67073170731695,63.71951219512196,282.73809523809524,6.35952515545506,335.858585858586,100.96153846153857,85.21505376344086
36,1.5862944162436523,30.405405405405396,1.73761946133797,167.68292682926824,66.46341463414635,291.66666666666674,6.076879592990387,357.74410774410774,82.16783216783213,85.75268817204302
37,2.8553299492385804,30.761024182076802,1.73761946133797,155.48780487804873,66.46341463414635,276.78571428571416,5.511588468061051,345.1178451178452,54.19580419580421,85.21505376344089
38,1.2690355329949226,29.5163584637269,1.520417028670723,155.48780487804873,63.109756097561,309.5238095238095,4.522328999434709,336.7003367003365,53.758741258741246,125.537634408602
39,2.85532994923858,28.271692745376967,1.5204170286707233,153.9634146341465,64.63414634146345,297.61904761904754,7.207461842849065,349.3265993265992,111.45104895104878,127.68817204301077
40,1.9035532994923825,26.849217638691307,1.73761946133797,165.650406504065,74.390243902439,310.26785714285717,5.511588468061051,305.5555555555556,79.1083916083915,94.62365591397852
